fiscal_year,state,district,survey,headcount_ratio,intensity,mpi,unit,note
2019-21,Punjab,Gurdaspur,NFHS-5,5.08,43.35,0.022,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Hoshiarpur,NFHS-5,1.5,40.33,0.006,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Jalandhar,NFHS-5,3.58,42.47,0.015,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Kapurthala,NFHS-5,5.02,41.9,0.021,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Ludhiana,NFHS-5,4.59,37.78,0.017,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Mansa,NFHS-5,7.8,44.44,0.035,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Moga,NFHS-5,5.65,39.43,0.022,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Muktsar(Sri Muktsar Sahib),NFHS-5,7.57,42.61,0.032,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Pathankot,NFHS-5,2.35,37.21,0.009,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Patiala,NFHS-5,2.95,40.18,0.012,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Rupnagar,NFHS-5,2.88,42.49,0.012,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Sahibzada Ajit Singh Nagar (S.A.S Nagar),NFHS-5,3.35,40.83,0.014,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Sangrur,NFHS-5,3.53,38.61,0.014,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Shahid Bhagat Singh Nagar,NFHS-5,1.31,39.41,0.005,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Tarn Taran,NFHS-5,7.83,41.44,0.032,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttarakhand,Almora,NFHS-5,9.47,37.49,0.036,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttarakhand,Bageshwar,NFHS-5,7.5,38.47,0.029,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttarakhand,Chamoli,NFHS-5,6.81,36.49,0.025,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttarakhand,Champawat,NFHS-5,9.59,39,0.037,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttarakhand,Dehradun,NFHS-5,3.02,40.32,0.012,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttarakhand,Garhwal (Pauri Garhwal),NFHS-5,8.91,38.49,0.034,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttarakhand,Haridwar,NFHS-5,16.29,42.81,0.07,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttarakhand,Nainital,NFHS-5,10.09,46.24,0.047,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttarakhand,Pithoragarh,NFHS-5,6.48,38.76,0.025,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttarakhand,Rudraprayag,NFHS-5,5.14,40.03,0.021,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttarakhand,Tehri Garhwal,NFHS-5,7.94,38.91,0.031,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttarakhand,Udham Singh Nagar,NFHS-5,11.26,43.72,0.049,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttarakhand,Uttarkashi,NFHS-5,9.54,40.24,0.038,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tripura,Dhalai,NFHS-5,21.89,44.04,0.096,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tripura,Gomati,NFHS-5,9.06,41.18,0.037,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tripura,Khowai,NFHS-5,17.27,42.12,0.073,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tripura,North Tripura,NFHS-5,17.85,43.64,0.078,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tripura,Sepahijala,NFHS-5,12.27,39.81,0.049,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tripura,South Tripura,NFHS-5,11.89,45.43,0.054,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tripura,Unakoti,NFHS-5,24.92,43.77,0.109,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tripura,West Tripura,NFHS-5,6,40.09,0.024,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Chandigarh,Chandigarh,NFHS-5,3.52,47.41,0.017,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Lakshadweep,Lakshadweep,NFHS-5,1.11,36.47,0.004,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Ladakh,kargil,NFHS-5,3.7,41.68,0.015,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Ladakh,Leh Ladakh,NFHS-5,3.35,40.64,0.014,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Bankura,NFHS-5,18.49,42.07,0.078,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Barddhaman,NFHS-5,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Birbhum,NFHS-5,18.27,44.67,0.082,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Darjeeling,NFHS-5,5.45,42.95,0.023,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Dinajpur Dakshin,NFHS-5,13.37,42.7,0.057,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Howrah,NFHS-5,6.06,40.99,0.025,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Hugli (Hooghly),NFHS-5,7.36,41.04,0.03,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Jalpaiguri,NFHS-5,8.85,41.34,0.037,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Koch Bihar (Coochbehar),NFHS-5,10.31,41.17,0.042,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Kolkata,NFHS-5,2.56,40.79,0.01,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Maldah,NFHS-5,15.57,42.91,0.067,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Murshidabad,NFHS-5,16.55,43.18,0.071,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Nadia,NFHS-5,8.2,40,0.033,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,North 24 Parganas,NFHS-5,4.37,40.11,0.018,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Paschim Bardhaman,NFHS-5,11.2,42.89,0.048,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Paschim Medinipur (Medinipur West),NFHS-5,18.14,42.31,0.077,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Purba Bardhaman,NFHS-5,14.32,41.18,0.059,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Purba Medinipur (Medinipur East),NFHS-5,12.48,41.16,0.051,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Puruliya,NFHS-5,26.84,43.74,0.117,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,South 24 Parganas,NFHS-5,10.96,41.22,0.045,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,West Bengal,Uttar Dinajpur (Dinjapur Uttar),NFHS-5,21.65,45.61,0.099,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,NFHS-5,10.79,41.82,0.045,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Dadra and Nagar Haveli and Daman and Diu,Daman,NFHS-5,6.57,43.96,0.029,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Dadra and Nagar Haveli and Daman and Diu,Diu,NFHS-5,1.62,39.52,0.006,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Delhi,Central,NFHS-5,3.88,42.3,0.016,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Delhi,East,NFHS-5,2.79,43.64,0.012,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Delhi,New Delhi,NFHS-5,4.83,39.61,0.019,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Delhi,North,NFHS-5,6.26,41.64,0.026,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Delhi,North East,NFHS-5,3.69,41.39,0.015,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Delhi,North West,NFHS-5,2.05,40.5,0.008,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Delhi,Shahdara,NFHS-5,1.52,41.84,0.006,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Delhi,South,NFHS-5,1.29,51.36,0.007,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Delhi,South East,NFHS-5,2.69,39.1,0.011,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Delhi,South West,NFHS-5,3.45,43.71,0.015,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Delhi,West,NFHS-5,4.68,42.43,0.02,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Anantnag,NFHS-5,3.07,45.72,0.014,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Badgam (Budgam),NFHS-5,5.2,38.99,0.02,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Bandipora,NFHS-5,5.36,44.4,0.024,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Baramulla,NFHS-5,6.68,41.75,0.028,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Doda,NFHS-5,7.71,41.82,0.032,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Ganderbal,NFHS-5,3.46,42.76,0.015,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Jammu,NFHS-5,0.49,51.29,0.003,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Kathua,NFHS-5,2.7,41.48,0.011,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Kishtwar,NFHS-5,10.59,42.16,0.045,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Kulgam,NFHS-5,3.97,45.4,0.018,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Kupwara,NFHS-5,4.97,40.59,0.02,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Pulwama,NFHS-5,2.09,40.36,0.008,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Punch (Poonch),NFHS-5,6.65,39.43,0.026,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Rajouri,NFHS-5,8.07,41.88,0.034,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Ramban,NFHS-5,14.86,42.9,0.064,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Reasi,NFHS-5,11.4,42.87,0.049,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Samba,NFHS-5,2.3,41.43,0.01,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Shopian,NFHS-5,1.54,37.06,0.006,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Srinagar,NFHS-5,1.34,37.23,0.005,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Jammu and Kashmir,Udhampur,NFHS-5,10.23,43.1,0.044,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Puducherry,Karaikal,NFHS-5,2.28,37.62,0.009,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Puducherry,Mahe,NFHS-5,0.19,33.33,0.001,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Puducherry,Puducherry,NFHS-5,0.3,39.36,0.001,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Puducherry,Yanam,NFHS-5,3.95,37.54,0.015,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Andaman and Nicobar Islands,Nicobars,NFHS-5,3.4,39.42,0.013,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Andaman and Nicobar Islands,North & Middle Andaman,NFHS-5,4.39,42.51,0.019,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Andaman and Nicobar Islands,South Andamans,NFHS-5,1.15,37.66,0.004,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andhra Pradesh,Anantapur,NFHS-4,12.47,42,0.052,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andhra Pradesh,Chittoor,NFHS-4,9.64,42.65,0.041,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andhra Pradesh,East Godavari,NFHS-4,8.51,41.34,0.035,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andhra Pradesh,Guntur,NFHS-4,7.26,41.12,0.03,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andhra Pradesh,Krishna,NFHS-4,8.69,41.56,0.036,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andhra Pradesh,Kurnool,NFHS-4,19.64,45.87,0.09,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andhra Pradesh,Prakasam,NFHS-4,13.84,45.44,0.063,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andhra Pradesh,SPSR Nellore,NFHS-4,11.27,43.79,0.049,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andhra Pradesh,Srikakulam,NFHS-4,14.01,41.56,0.058,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andhra Pradesh,Visakhapatanam,NFHS-4,15.1,46.99,0.071,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andhra Pradesh,Vizianagaram,NFHS-4,19,42.42,0.081,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andhra Pradesh,West Godavari,NFHS-4,9.11,39.79,0.036,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Andhra Pradesh,Y.S.R. (Kadapa),NFHS-4,9.14,41.83,0.038,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Baksa,NFHS-4,23.59,43.42,0.102,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Barpeta,NFHS-4,39.41,46.5,0.183,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Biswanath,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Bongaigaon,NFHS-4,33.77,45.8,0.155,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Cachar,NFHS-4,42.29,49.49,0.209,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Charaideo,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Chirang,NFHS-4,36.2,45.71,0.165,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Darrang,NFHS-4,38.22,49.49,0.189,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Dhemaji,NFHS-4,27.71,45.03,0.125,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Dhubri,NFHS-4,51.06,50.85,0.26,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Dibrugarh,NFHS-4,28.97,47.05,0.136,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Dima Hasao,NFHS-4,31.07,49.97,0.155,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Goalpara,NFHS-4,40.15,50.62,0.203,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Golaghat,NFHS-4,20.6,45.64,0.094,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Hailakandi,NFHS-4,51.07,49.21,0.251,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Hojai,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Jorhat,NFHS-4,20.24,43.62,0.088,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Kamrup,NFHS-4,26.22,45.03,0.118,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Kamrup Metro,NFHS-4,10.93,46.95,0.051,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Karbi Anglong,NFHS-4,37.59,48.1,0.181,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Karimganj,NFHS-4,46.02,48.45,0.223,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Kokrajhar,NFHS-4,32.14,46.11,0.148,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Lakhimpur,NFHS-4,24.23,46.8,0.113,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Majuli,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Marigaon,NFHS-4,36.75,47.71,0.175,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Nagaon,NFHS-4,30.51,47.1,0.144,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Nalbari,NFHS-4,16.94,44.69,0.076,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Sivasagar,NFHS-4,25.55,48.95,0.125,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Sonitpur,NFHS-4,25.32,46.55,0.118,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,South Salmara Mancachar,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Tinsukia,NFHS-4,36.7,52.07,0.191,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,Udalguri,NFHS-4,29.46,44.74,0.132,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Assam,West Karbi Anglong,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Anjaw,NFHS-4,22.86,42.92,0.098,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Changlang,NFHS-4,26.47,48.08,0.127,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Dibang Valley,NFHS-4,16.95,41.31,0.07,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,East Kameng,NFHS-4,44.03,48.87,0.215,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,East Siang,NFHS-4,8.84,41.61,0.037,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Kra Daadi,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Kurung Kumey,NFHS-4,39.55,47.44,0.188,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Lohit,NFHS-4,31.97,51.28,0.164,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Longding,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Lower Dibang Valley,NFHS-4,23.56,45.96,0.108,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Lower Subansiri,NFHS-4,15.8,43.96,0.069,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Namsai,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Papum Pare,NFHS-4,12.85,45.91,0.059,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Siang,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Tawang,NFHS-4,31.25,45.6,0.143,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Tirap,NFHS-4,28.3,48.12,0.136,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Upper Siang,NFHS-4,15.88,41.39,0.066,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,Upper Subansiri,NFHS-4,29.78,45.02,0.134,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,West Kameng,NFHS-4,22.44,43.65,0.098,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Arunachal Pradesh,West Siang,NFHS-4,14.49,45.15,0.065,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Araria,NFHS-4,64.65,55.12,0.356,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Arwal,NFHS-4,52.18,47.83,0.25,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Aurangabad,NFHS-4,43.94,46.91,0.206,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Banka,NFHS-4,57.83,50.39,0.291,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Begusarai,NFHS-4,50.68,51.16,0.259,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Bhagalpur,NFHS-4,45.6,51.97,0.237,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Bhojpur,NFHS-4,40.5,46.54,0.188,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Buxar,NFHS-4,41.84,45.48,0.19,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Darbhanga,NFHS-4,56.45,51.77,0.292,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Gaya,NFHS-4,54.67,49.67,0.272,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Gopalganj,NFHS-4,42.75,47.21,0.202,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Jamui,NFHS-4,64.01,50.7,0.324,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Jehanabad,NFHS-4,45.41,50.42,0.229,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Kaimur (Bhabua),NFHS-4,44.48,47.79,0.213,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Katihar,NFHS-4,62.38,53.82,0.336,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Khagaria,NFHS-4,58.23,54.38,0.317,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Kishanganj,NFHS-4,64.75,53.87,0.349,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Lakhisarai,NFHS-4,43.9,50.61,0.222,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Madhepura,NFHS-4,64.43,54.42,0.351,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Madhubani,NFHS-4,55.41,51.14,0.283,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Munger,NFHS-4,40.73,49.05,0.2,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Muzaffarpur,NFHS-4,48,49.81,0.239,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Nalanda,NFHS-4,46.61,50.62,0.236,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Nawada,NFHS-4,51.72,50.53,0.261,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Pashchim Champaran,NFHS-4,57.5,52.79,0.304,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Patna,NFHS-4,29.2,47.23,0.138,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Purbi Champaran,NFHS-4,64.13,52.78,0.338,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Purnia,NFHS-4,63.31,54.53,0.345,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Rohtas,NFHS-4,40.74,44.38,0.181,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Saharsa,NFHS-4,61.46,54.82,0.337,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Samastipur,NFHS-4,55.87,52.58,0.294,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Saran,NFHS-4,42.8,48.35,0.207,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Sheikhpura,NFHS-4,52.7,49.41,0.26,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Sheohar,NFHS-4,60.03,51.84,0.311,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Sitamarhi,NFHS-4,63.46,52.67,0.334,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Bihar,Siwan,NFHS-4,40.55,46.18,0.187,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
