fiscal_year,year,month,state,category,tax_type,amount,unit,notes
2018-19,2018,July,West Bengal,GST collected from State,CGST,875.7844393,amount in rupees crores,
2018-19,2018,July,Jharkhand,GST collected from State,CGST,300.6811171,amount in rupees crores,
2018-19,2018,July,Lakshadweep,GST collected from State,CGST,0.3766666,amount in rupees crores,
2018-19,2018,July,Other Territory,GST collected from State,CGST,13.4797449,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2018,July,Andhra Pradesh,GST collected from State,CGST,483.5711382,amount in rupees crores,
2018-19,2018,July,Telangana,GST collected from State,CGST,592.3151294,amount in rupees crores,
2018-19,2018,July,Andaman and Nicobar Islands,GST collected from State,CGST,4.2784098,amount in rupees crores,
2018-19,2018,July,Puducherry,GST collected from State,CGST,20.0902248,amount in rupees crores,
2018-19,2018,July,Tamil Nadu,GST collected from State,CGST,1367.353896,amount in rupees crores,
2018-19,2018,July,Kerala,GST collected from State,CGST,404.7643517,amount in rupees crores,
2018-19,2018,July,Goa,GST collected from State,CGST,73.7088364,amount in rupees crores,
2018-19,2018,July,Odisha,GST collected from State,CGST,400.5777896,amount in rupees crores,
2018-19,2018,July,Karnataka,GST collected from State,CGST,1389.4194235,amount in rupees crores,
2018-19,2018,July,Maharashtra,GST collected from State,CGST,3478.167854,amount in rupees crores,
2018-19,2018,July,Dadra and Nagar Haveli,GST collected from State,CGST,14.4771563,amount in rupees crores,
2018-19,2018,July,Daman and Diu,GST collected from State,CGST,8.8964499,amount in rupees crores,
2018-19,2018,July,Gujarat,GST collected from State,CGST,1543.9191359,amount in rupees crores,
2018-19,2018,July,Madhya Pradesh,GST collected from State,CGST,455.3511582,amount in rupees crores,
2018-19,2018,July,Chhattisgarh,GST collected from State,CGST,337.8759785,amount in rupees crores,
2018-19,2018,July,Chandigarh,GST collected from State,IGST,76.745773,amount in rupees crores,
2018-19,2018,July,Mizoram,GST collected from State,SGST,5.6456422,amount in rupees crores,
2018-19,2018,July,Haryana,GST collected from State,IGST,2311.7060208,amount in rupees crores,
2018-19,2018,July,Tripura,GST collected from State,CESS,0.5827593,amount in rupees crores,
2018-19,2018,July,Madhya Pradesh,GST collected from State,CESS,400.8763982,amount in rupees crores,
2018-19,2018,July,Chhattisgarh,GST collected from State,CESS,601.3211593,amount in rupees crores,
2018-19,2018,July,Odisha,GST collected from State,CESS,460.3526966,amount in rupees crores,
2018-19,2018,July,Jharkhand,GST collected from State,CESS,407.1515408,amount in rupees crores,
2018-19,2018,July,West Bengal,GST collected from State,CESS,351.4185894,amount in rupees crores,
2018-19,2018,July,Assam,GST collected from State,CESS,41.1930085,amount in rupees crores,
2018-19,2018,July,Meghalaya,GST collected from State,CESS,1.4073068,amount in rupees crores,
2018-19,2018,July,Mizoram,GST collected from State,CESS,0.0041279,amount in rupees crores,
2018-19,2018,July,Haryana,GST collected from State,CESS,299.1560883,amount in rupees crores,
2018-19,2018,July,Manipur,GST collected from State,CESS,0.1223222,amount in rupees crores,
2018-19,2018,July,Nagaland,GST collected from State,CESS,0.5143982,amount in rupees crores,
2018-19,2018,July,Arunachal Pradesh,GST collected from State,CESS,0.0180726,amount in rupees crores,
2018-19,2018,July,Sikkim,GST collected from State,CESS,0.128216,amount in rupees crores,
2018-19,2018,July,Bihar,GST collected from State,CESS,162.5375593,amount in rupees crores,
2018-19,2018,July,Uttar Pradesh,GST collected from State,CESS,1009.2314965,amount in rupees crores,
2018-19,2018,July,Rajasthan,GST collected from State,CESS,130.940188,amount in rupees crores,
2018-19,2018,July,Gujarat,GST collected from State,CESS,348.8701478,amount in rupees crores,
2018-19,2018,July,Daman and Diu,GST collected from State,CESS,0.0070351,amount in rupees crores,
2018-19,2018,July,Dadra and Nagar Haveli,GST collected from State,CESS,0.0210053,amount in rupees crores,
2018-19,2018,July,Maharashtra,GST collected from State,CESS,1016.6916418,amount in rupees crores,
2018-19,2018,July,Delhi,GST collected from State,IGST,1513.7974252,amount in rupees crores,
2018-19,2018,July,All India,GST collected from State,CESS,7567.9877024,amount in rupees crores,
2018-19,2018,July,All India,GST collected from State,CGST,15877.2541025,amount in rupees crores,
2018-19,2018,July,All India,GST collected from State,IGST,25099.0273429,amount in rupees crores,
2018-19,2018,July,All India,GST collected from State,SGST,22292.8758031,amount in rupees crores,
2018-19,2018,July,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CESS,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2018,July,Other Territory,GST collected from State,CESS,0.0,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2018,July,Andhra Pradesh,GST collected from State,CESS,43.1968347,amount in rupees crores,
2018-19,2018,July,Telangana,GST collected from State,CESS,511.6976306,amount in rupees crores,
2018-19,2018,July,Andaman and Nicobar Islands,GST collected from State,CESS,0.0168593,amount in rupees crores,
2018-19,2018,July,Puducherry,GST collected from State,CESS,0.1531063,amount in rupees crores,
2018-19,2018,July,Tamil Nadu,GST collected from State,CESS,656.1648418,amount in rupees crores,
2018-19,2018,July,Kerala,GST collected from State,CESS,3.5163155,amount in rupees crores,
2018-19,2018,July,Goa,GST collected from State,CESS,1.2831116,amount in rupees crores,
2018-19,2018,July,Karnataka,GST collected from State,CESS,993.5121736,amount in rupees crores,
2018-19,2018,July,Delhi,GST collected from State,CESS,83.9714184,amount in rupees crores,
2018-19,2018,July,Lakshadweep,GST collected from State,CESS,0.0,amount in rupees crores,
2018-19,2018,July,Uttarakhand,GST collected from State,CESS,17.0736376,amount in rupees crores,
2018-19,2018,July,Tripura,GST collected from State,IGST,3.5051404,amount in rupees crores,
2018-19,2018,July,Madhya Pradesh,GST collected from State,IGST,554.4128344,amount in rupees crores,
2018-19,2018,July,Chhattisgarh,GST collected from State,IGST,550.5486249,amount in rupees crores,
2018-19,2018,July,Odisha,GST collected from State,IGST,651.1121117,amount in rupees crores,
2018-19,2018,July,Jharkhand,GST collected from State,IGST,710.6215514,amount in rupees crores,
2018-19,2018,July,West Bengal,GST collected from State,IGST,866.1369742,amount in rupees crores,
2018-19,2018,July,Assam,GST collected from State,IGST,197.3687739,amount in rupees crores,
2018-19,2018,July,Meghalaya,GST collected from State,IGST,74.7445314,amount in rupees crores,
2018-19,2018,July,Manipur,GST collected from State,IGST,1.0461909,amount in rupees crores,
2018-19,2018,July,Daman and Diu,GST collected from State,IGST,68.3267952,amount in rupees crores,
2018-19,2018,July,Nagaland,GST collected from State,IGST,4.3389931,amount in rupees crores,
2018-19,2018,July,Arunachal Pradesh,GST collected from State,IGST,3.8895432,amount in rupees crores,
2018-19,2018,July,Sikkim,GST collected from State,IGST,141.1692223,amount in rupees crores,
2018-19,2018,July,Bihar,GST collected from State,IGST,100.6450327,amount in rupees crores,
2018-19,2018,July,Uttar Pradesh,GST collected from State,IGST,1280.820033,amount in rupees crores,
2018-19,2018,July,Chandigarh,GST collected from State,CESS,0.2992633,amount in rupees crores,
2018-19,2018,July,Rajasthan,GST collected from State,IGST,788.0883914,amount in rupees crores,
2018-19,2018,July,Gujarat,GST collected from State,IGST,2189.6773155,amount in rupees crores,
2018-19,2018,July,Mizoram,GST collected from State,IGST,1.5212511,amount in rupees crores,
2018-19,2018,July,Dadra and Nagar Haveli,GST collected from State,IGST,108.0259685,amount in rupees crores,
2018-19,2018,July,Andaman and Nicobar Islands,GST collected from State,IGST,1.7404803,amount in rupees crores,
2018-19,2018,July,Punjab,GST collected from State,CESS,16.1761881,amount in rupees crores,
2018-19,2018,July,Himachal Pradesh,GST collected from State,CESS,1.2039838,amount in rupees crores,
2018-19,2018,July,Maharashtra,GST collected from State,IGST,4726.4996502,amount in rupees crores,
2018-19,2018,July,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,IGST,27.9749682,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2018,July,Other Territory,GST collected from State,IGST,122.636371,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2018,July,Andhra Pradesh,GST collected from State,IGST,776.0278665,amount in rupees crores,
2018-19,2018,July,Telangana,GST collected from State,IGST,854.6090494,amount in rupees crores,
2018-19,2018,July,Jammu and Kashmir,GST collected from State,CESS,7.1765799,amount in rupees crores,
2018-19,2018,July,Lakshadweep,GST collected from State,IGST,0.0771626,amount in rupees crores,
2018-19,2018,July,Puducherry,GST collected from State,IGST,111.5488526,amount in rupees crores,
2018-19,2018,July,Goa,GST collected from State,IGST,137.6923053,amount in rupees crores,
2018-19,2018,July,Karnataka,GST collected from State,IGST,2473.9515895,amount in rupees crores,
2018-19,2018,July,Tamil Nadu,GST collected from State,IGST,1636.1521981,amount in rupees crores,
2018-19,2018,July,Kerala,GST collected from State,IGST,210.7004196,amount in rupees crores,
2018-19,2018,June,Bihar,GST collected from State,IGST,87.8567054,amount in rupees crores,
2018-19,2018,June,Nagaland,GST collected from State,IGST,4.4389608,amount in rupees crores,
2018-19,2018,June,Arunachal Pradesh,GST collected from State,IGST,3.9458071,amount in rupees crores,
2018-19,2018,June,Sikkim,GST collected from State,IGST,146.4141498,amount in rupees crores,
2018-19,2018,June,Himachal Pradesh,GST collected from State,IGST,430.0922341,amount in rupees crores,
2018-19,2018,June,Mizoram,GST collected from State,IGST,0.7409617,amount in rupees crores,
2018-19,2018,June,Uttar Pradesh,GST collected from State,IGST,1373.6949005,amount in rupees crores,
2018-19,2018,June,Rajasthan,GST collected from State,IGST,849.488922,amount in rupees crores,
2018-19,2018,June,Delhi,GST collected from State,IGST,1601.9056714,amount in rupees crores,
2018-19,2018,June,Haryana,GST collected from State,IGST,2436.5287147,amount in rupees crores,
2018-19,2018,June,Chandigarh,GST collected from State,IGST,70.775433,amount in rupees crores,
2018-19,2018,June,Manipur,GST collected from State,IGST,1.0898704,amount in rupees crores,
2018-19,2018,June,Assam,GST collected from State,IGST,195.9868753,amount in rupees crores,
2018-19,2018,June,Tripura,GST collected from State,IGST,3.6805749,amount in rupees crores,
2018-19,2018,June,Meghalaya,GST collected from State,IGST,76.0418111,amount in rupees crores,
2018-19,2018,June,West Bengal,GST collected from State,IGST,747.7893965,amount in rupees crores,
2018-19,2018,June,Jharkhand,GST collected from State,IGST,849.8247569,amount in rupees crores,
2018-19,2018,June,Odisha,GST collected from State,IGST,786.3552436,amount in rupees crores,
2018-19,2018,June,Dadra and Nagar Haveli,GST collected from State,IGST,89.749241,amount in rupees crores,
2018-19,2018,June,Chhattisgarh,GST collected from State,IGST,693.1887778,amount in rupees crores,
2018-19,2018,June,Madhya Pradesh,GST collected from State,IGST,543.5772456,amount in rupees crores,
2018-19,2018,June,Gujarat,GST collected from State,IGST,2251.4246624,amount in rupees crores,
2018-19,2018,June,Daman and Diu,GST collected from State,IGST,68.4101139,amount in rupees crores,
2018-19,2018,June,Maharashtra,GST collected from State,IGST,4398.220505,amount in rupees crores,
2018-19,2018,June,Punjab,GST collected from State,IGST,487.9338484,amount in rupees crores,
2018-19,2018,June,Madhya Pradesh,GST collected from State,SGST,609.9923307,amount in rupees crores,
2018-19,2018,June,Jammu and Kashmir,GST collected from State,IGST,72.189619,amount in rupees crores,
2018-19,2018,June,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,SGST,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2018,June,Mizoram,GST collected from State,SGST,6.2431115,amount in rupees crores,
2018-19,2018,June,Goa,GST collected from State,IGST,135.3289945,amount in rupees crores,
2018-19,2018,June,Tripura,GST collected from State,SGST,19.4571343,amount in rupees crores,
2018-19,2018,June,Meghalaya,GST collected from State,SGST,20.9512935,amount in rupees crores,
2018-19,2018,June,Assam,GST collected from State,SGST,250.0812889,amount in rupees crores,
2018-19,2018,June,West Bengal,GST collected from State,SGST,1188.2355342,amount in rupees crores,
2018-19,2018,June,Jharkhand,GST collected from State,SGST,385.0181187,amount in rupees crores,
2018-19,2018,June,Odisha,GST collected from State,SGST,533.9550139,amount in rupees crores,
2018-19,2018,June,Chhattisgarh,GST collected from State,SGST,383.2124012,amount in rupees crores,
2018-19,2018,June,Gujarat,GST collected from State,SGST,2075.482694,amount in rupees crores,
2018-19,2018,June,Daman and Diu,GST collected from State,SGST,12.9861684,amount in rupees crores,
2018-19,2018,June,Dadra and Nagar Haveli,GST collected from State,SGST,21.5371328,amount in rupees crores,
2018-19,2018,June,Maharashtra,GST collected from State,SGST,4810.3747525,amount in rupees crores,
2018-19,2018,June,Karnataka,GST collected from State,SGST,1771.6560845,amount in rupees crores,
2018-19,2018,June,Goa,GST collected from State,SGST,113.4899505,amount in rupees crores,
2018-19,2018,June,Lakshadweep,GST collected from State,SGST,3.1277342,amount in rupees crores,
2018-19,2018,June,Kerala,GST collected from State,SGST,683.9006115,amount in rupees crores,
2018-19,2018,June,Tamil Nadu,GST collected from State,SGST,1806.5208456,amount in rupees crores,
2018-19,2018,June,Puducherry,GST collected from State,SGST,27.19696,amount in rupees crores,
2018-19,2018,June,Andaman and Nicobar Islands,GST collected from State,SGST,13.8718821,amount in rupees crores,
2018-19,2018,June,Telangana,GST collected from State,SGST,796.8953096,amount in rupees crores,
2018-19,2018,June,Andhra Pradesh,GST collected from State,SGST,668.1677282,amount in rupees crores,
2018-19,2018,June,Other Territory,GST collected from State,SGST,21.7521801,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2018,June,Karnataka,GST collected from State,IGST,2285.6390012,amount in rupees crores,
2018-19,2018,June,Karnataka,GST collected from State,CESS,868.7184735,amount in rupees crores,
2018-19,2018,June,Lakshadweep,GST collected from State,IGST,0.1274743,amount in rupees crores,
2018-19,2018,June,Kerala,GST collected from State,IGST,190.0032267,amount in rupees crores,
2018-19,2018,June,Jharkhand,GST collected from State,CESS,470.870265,amount in rupees crores,
2018-19,2018,June,Odisha,GST collected from State,CESS,421.952424,amount in rupees crores,
2018-19,2018,June,Chhattisgarh,GST collected from State,CESS,521.8649929,amount in rupees crores,
2018-19,2018,June,Madhya Pradesh,GST collected from State,CESS,432.4551296,amount in rupees crores,
2018-19,2018,June,Gujarat,GST collected from State,CESS,400.5982533,amount in rupees crores,
2018-19,2018,June,Daman and Diu,GST collected from State,CESS,0.0161742,amount in rupees crores,
2018-19,2018,June,Dadra and Nagar Haveli,GST collected from State,CESS,0.0173708,amount in rupees crores,
2018-19,2018,June,Maharashtra,GST collected from State,CESS,913.2317054,amount in rupees crores,
2018-19,2018,June,Goa,GST collected from State,CESS,3.1491547,amount in rupees crores,
2018-19,2018,June,Lakshadweep,GST collected from State,CESS,0.0,amount in rupees crores,
2018-19,2018,June,Kerala,GST collected from State,CESS,5.5884172,amount in rupees crores,
2018-19,2018,June,Tamil Nadu,GST collected from State,CESS,575.6581425,amount in rupees crores,
2018-19,2018,June,Puducherry,GST collected from State,CESS,0.2390011,amount in rupees crores,
2018-19,2018,June,Andaman and Nicobar Islands,GST collected from State,CESS,0.0641127,amount in rupees crores,
2018-19,2018,June,Telangana,GST collected from State,CESS,547.871883,amount in rupees crores,
2018-19,2018,June,Andhra Pradesh,GST collected from State,CESS,26.6078837,amount in rupees crores,
2018-19,2018,June,Other Territory,GST collected from State,CESS,0.0,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2018,June,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CESS,1.1e-06,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2018,June,All India,GST collected from State,CESS,7348.2102061,amount in rupees crores,
2018-19,2018,June,All India,GST collected from State,CGST,15939.1954575,amount in rupees crores,
2018-19,2018,June,All India,GST collected from State,IGST,25001.2020513,amount in rupees crores,
2018-19,2018,June,All India,GST collected from State,SGST,21989.0955509,amount in rupees crores,
2018-19,2018,June,Nagaland,GST collected from State,SGST,5.5431936,amount in rupees crores,
2018-19,2018,June,West Bengal,GST collected from State,CESS,318.0839393,amount in rupees crores,
2018-19,2018,June,Assam,GST collected from State,CESS,44.8067089,amount in rupees crores,
2018-19,2018,June,Meghalaya,GST collected from State,CESS,4.2690697,amount in rupees crores,
2018-19,2018,June,Chandigarh,GST collected from State,CESS,0.3887409,amount in rupees crores,
2018-19,2018,June,Tamil Nadu,GST collected from State,IGST,1526.6094955,amount in rupees crores,
2018-19,2018,June,Puducherry,GST collected from State,IGST,98.9905737,amount in rupees crores,
2018-19,2018,June,Andaman and Nicobar Islands,GST collected from State,IGST,2.4710669,amount in rupees crores,
2018-19,2018,June,Telangana,GST collected from State,IGST,792.2171816,amount in rupees crores,
2018-19,2018,June,Andhra Pradesh,GST collected from State,IGST,780.4869733,amount in rupees crores,
2018-19,2018,June,Other Territory,GST collected from State,IGST,102.2477751,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2018,June,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,IGST,45.1021169,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2018,June,Jammu and Kashmir,GST collected from State,CESS,4.171409,amount in rupees crores,
2018-19,2018,June,Himachal Pradesh,GST collected from State,CESS,1.4346423,amount in rupees crores,
2018-19,2018,June,Punjab,GST collected from State,CESS,18.1725463,amount in rupees crores,
2018-19,2018,June,Uttarakhand,GST collected from State,CESS,21.2794006,amount in rupees crores,
2018-19,2018,June,Tripura,GST collected from State,CESS,0.0561439,amount in rupees crores,
2018-19,2018,June,Haryana,GST collected from State,CESS,398.0083574,amount in rupees crores,
2018-19,2018,June,Delhi,GST collected from State,CESS,86.3569774,amount in rupees crores,
2018-19,2018,June,Rajasthan,GST collected from State,CESS,133.2056161,amount in rupees crores,
2018-19,2018,June,Uttar Pradesh,GST collected from State,CESS,999.5810159,amount in rupees crores,
2018-19,2018,June,Bihar,GST collected from State,CESS,128.7793164,amount in rupees crores,
2018-19,2018,June,Sikkim,GST collected from State,CESS,0.0061442,amount in rupees crores,
2018-19,2018,June,Arunachal Pradesh,GST collected from State,CESS,0.0079796,amount in rupees crores,
2018-19,2018,June,Nagaland,GST collected from State,CESS,0.6033914,amount in rupees crores,
2018-19,2018,June,Manipur,GST collected from State,CESS,0.0623573,amount in rupees crores,
2018-19,2018,June,Mizoram,GST collected from State,CESS,0.0330648,amount in rupees crores,
2018-19,2018,June,Manipur,GST collected from State,SGST,12.3871027,amount in rupees crores,
2018-19,2018,June,Uttarakhand,GST collected from State,IGST,770.6331693,amount in rupees crores,
2018-19,2018,June,Arunachal Pradesh,GST collected from State,SGST,13.5436848,amount in rupees crores,
2018-19,2018,June,Arunachal Pradesh,GST collected from State,CGST,9.3242923,amount in rupees crores,
2018-19,2018,June,Chhattisgarh,GST collected from State,CGST,303.4846154,amount in rupees crores,
2018-19,2018,June,Odisha,GST collected from State,CGST,405.5119544,amount in rupees crores,
2018-19,2018,June,Jharkhand,GST collected from State,CGST,273.3308852,amount in rupees crores,
2018-19,2018,June,West Bengal,GST collected from State,CGST,857.5916957,amount in rupees crores,
2018-19,2018,June,Assam,GST collected from State,CGST,171.3981431,amount in rupees crores,
2018-19,2018,June,Meghalaya,GST collected from State,CGST,14.9194984,amount in rupees crores,
2018-19,2018,June,Tripura,GST collected from State,CGST,12.0569986,amount in rupees crores,
2018-19,2018,June,Mizoram,GST collected from State,CGST,3.2523617,amount in rupees crores,
2018-19,2018,June,Manipur,GST collected from State,CGST,8.437478,amount in rupees crores,
2018-19,2018,June,Nagaland,GST collected from State,CGST,2.846493,amount in rupees crores,
2018-19,2018,June,Sikkim,GST collected from State,CGST,10.1247766,amount in rupees crores,
2018-19,2018,June,Gujarat,GST collected from State,CGST,1634.986751,amount in rupees crores,
2018-19,2018,June,Bihar,GST collected from State,CGST,178.7468664,amount in rupees crores,
2018-19,2018,June,Uttar Pradesh,GST collected from State,CGST,1012.5312809,amount in rupees crores,
2018-19,2018,June,Rajasthan,GST collected from State,CGST,606.5232682,amount in rupees crores,
2018-19,2018,June,Haryana,GST collected from State,CGST,709.2658246,amount in rupees crores,
2018-19,2018,June,Uttarakhand,GST collected from State,CGST,164.0565764,amount in rupees crores,
2018-19,2018,June,Chandigarh,GST collected from State,CGST,25.3045196,amount in rupees crores,
2018-19,2018,June,Punjab,GST collected from State,CGST,247.7719054,amount in rupees crores,
2018-19,2018,June,Himachal Pradesh,GST collected from State,CGST,81.1300704,amount in rupees crores,
2018-19,2018,June,Jammu and Kashmir,GST collected from State,CGST,70.6967279,amount in rupees crores,
2018-19,2018,June,Sikkim,GST collected from State,SGST,14.4355935,amount in rupees crores,
2018-19,2018,June,Madhya Pradesh,GST collected from State,CGST,418.5352995,amount in rupees crores,
2018-19,2018,June,Delhi,GST collected from State,CGST,619.8172123,amount in rupees crores,
2018-19,2018,June,Daman and Diu,GST collected from State,CGST,9.1133127,amount in rupees crores,
2018-19,2018,June,Other Territory,GST collected from State,CGST,13.6206427,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2018,June,Bihar,GST collected from State,SGST,365.7341074,amount in rupees crores,
2018-19,2018,June,Dadra and Nagar Haveli,GST collected from State,CGST,13.3693997,amount in rupees crores,
2018-19,2018,June,Uttar Pradesh,GST collected from State,SGST,1598.7560753,amount in rupees crores,
2018-19,2018,June,Rajasthan,GST collected from State,SGST,833.7267357,amount in rupees crores,
2018-19,2018,June,Delhi,GST collected from State,SGST,795.1842481,amount in rupees crores,
2018-19,2018,June,Uttarakhand,GST collected from State,SGST,309.7721557,amount in rupees crores,
2018-19,2018,June,Chandigarh,GST collected from State,SGST,39.4516876,amount in rupees crores,
2018-19,2018,June,Punjab,GST collected from State,SGST,438.4547679,amount in rupees crores,
2018-19,2018,June,Himachal Pradesh,GST collected from State,SGST,128.3707238,amount in rupees crores,
2018-19,2018,June,Jammu and Kashmir,GST collected from State,SGST,118.9818653,amount in rupees crores,
2018-19,2018,June,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CGST,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2018,June,Haryana,GST collected from State,SGST,1090.6473486,amount in rupees crores,
2018-19,2018,June,Andhra Pradesh,GST collected from State,CGST,460.3311939,amount in rupees crores,
2018-19,2018,June,Kerala,GST collected from State,CGST,426.5183956,amount in rupees crores,
2018-19,2018,June,Telangana,GST collected from State,CGST,562.365842,amount in rupees crores,
2018-19,2018,June,Maharashtra,GST collected from State,CGST,3898.9767608,amount in rupees crores,
2018-19,2018,June,Lakshadweep,GST collected from State,CGST,3.0886072,amount in rupees crores,
2018-19,2018,June,Goa,GST collected from State,CGST,83.2775386,amount in rupees crores,
2018-19,2018,June,Tamil Nadu,GST collected from State,CGST,1278.1959037,amount in rupees crores,
2018-19,2018,June,Puducherry,GST collected from State,CGST,19.6126352,amount in rupees crores,
2018-19,2018,June,Andaman and Nicobar Islands,GST collected from State,CGST,11.2891336,amount in rupees crores,
2018-19,2018,June,Karnataka,GST collected from State,CGST,1317.7905968,amount in rupees crores,
2018-19,2018,May,Manipur,GST collected from State,SGST,9.2831337,amount in rupees crores,
2018-19,2018,May,Mizoram,GST collected from State,SGST,6.4693904,amount in rupees crores,
2018-19,2018,May,Rajasthan,GST collected from State,SGST,849.0008413,amount in rupees crores,
2018-19,2018,May,Nagaland,GST collected from State,SGST,5.9792819,amount in rupees crores,
2018-19,2018,May,Arunachal Pradesh,GST collected from State,SGST,15.3944388,amount in rupees crores,
2018-19,2018,May,Sikkim,GST collected from State,SGST,13.5487096,amount in rupees crores,
2018-19,2018,May,Bihar,GST collected from State,SGST,335.0095708,amount in rupees crores,
2018-19,2018,May,Uttar Pradesh,GST collected from State,SGST,1505.887597,amount in rupees crores,
2018-19,2018,May,Uttarakhand,GST collected from State,SGST,303.9906438,amount in rupees crores,
2018-19,2018,May,Delhi,GST collected from State,SGST,797.3489619,amount in rupees crores,
2018-19,2018,May,Haryana,GST collected from State,SGST,1015.2909676,amount in rupees crores,
2018-19,2018,May,Chandigarh,GST collected from State,SGST,36.5242287,amount in rupees crores,
2018-19,2018,May,Punjab,GST collected from State,SGST,397.6581297,amount in rupees crores,
2018-19,2018,May,Himachal Pradesh,GST collected from State,SGST,116.874599,amount in rupees crores,
2018-19,2018,May,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CGST,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2018-19,2018,May,Meghalaya,GST collected from State,SGST,19.9220798,amount in rupees crores,
2018-19,2018,May,Jammu and Kashmir,GST collected from State,SGST,119.2572444,amount in rupees crores,
2018-19,2018,May,Tripura,GST collected from State,SGST,25.8378444,amount in rupees crores,
2018-19,2018,May,Karnataka,GST collected from State,SGST,1691.9457305,amount in rupees crores,
2018-19,2018,May,Assam,GST collected from State,SGST,399.2568619,amount in rupees crores,
2018-19,2018,May,Goa,GST collected from State,SGST,106.4567273,amount in rupees crores,
2018-19,2018,May,Telangana,GST collected from State,SGST,806.8353207,amount in rupees crores,
2018-19,2018,May,Andhra Pradesh,GST collected from State,CGST,488.4536872,amount in rupees crores,
2018-19,2018,May,Andaman and Nicobar Islands,GST collected from State,SGST,8.6251317,amount in rupees crores,
2018-19,2018,May,Puducherry,GST collected from State,SGST,26.940619,amount in rupees crores,
2018-19,2018,May,Tamil Nadu,GST collected from State,SGST,1927.1074297,amount in rupees crores,
2018-19,2018,May,Kerala,GST collected from State,SGST,658.9482916,amount in rupees crores,
2018-19,2018,May,Lakshadweep,GST collected from State,SGST,0.0601138,amount in rupees crores,
2018-19,2018,May,Maharashtra,GST collected from State,SGST,4606.0021757,amount in rupees crores,
2018-19,2018,May,West Bengal,GST collected from State,SGST,1171.2998264,amount in rupees crores,
2018-19,2018,May,Dadra and Nagar Haveli,GST collected from State,SGST,18.9098441,amount in rupees crores,
2018-19,2018,May,Daman and Diu,GST collected from State,SGST,10.6333609,amount in rupees crores,
2018-19,2018,May,Gujarat,GST collected from State,SGST,2177.273031,amount in rupees crores,
2018-19,2018,May,Madhya Pradesh,GST collected from State,SGST,555.2812759,amount in rupees crores,
2018-19,2018,May,Chhattisgarh,GST collected from State,SGST,378.1035969,amount in rupees crores,
2018-19,2018,May,Odisha,GST collected from State,SGST,500.2178941,amount in rupees crores,
2018-19,2018,May,Jharkhand,GST collected from State,SGST,358.421195,amount in rupees crores,
2018-19,2018,May,Other Territory,GST collected from State,CGST,14.0515965,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2018,May,Sikkim,GST collected from State,CGST,9.9368729,amount in rupees crores,
2018-19,2018,May,Telangana,GST collected from State,CGST,547.3277722,amount in rupees crores,
2018-19,2018,May,Uttarakhand,GST collected from State,CGST,160.3876792,amount in rupees crores,
2018-19,2018,May,Arunachal Pradesh,GST collected from State,CGST,9.7702146,amount in rupees crores,
2018-19,2018,May,Other Territory,GST collected from State,SGST,24.989491,amount in rupees crores,state: Represents territories other than States/UTs
2018-19,2018,May,Bihar,GST collected from State,CGST,167.8525265,amount in rupees crores,
2018-19,2018,May,Uttar Pradesh,GST collected from State,CGST,974.7805314,amount in rupees crores,
2018-19,2018,May,Rajasthan,GST collected from State,CGST,637.6001176,amount in rupees crores,
2018-19,2018,May,Delhi,GST collected from State,CGST,631.2872724,amount in rupees crores,
2018-19,2018,May,Haryana,GST collected from State,CGST,690.5879097,amount in rupees crores,
